Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC452088;75008;2025-06-16;2025-12-15;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;36.35;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;911998;293931;"{""coordinates"": [[[2.31751295649075, 48.877780609646216], [2.317397208205523, 48.877774383704825], [2.3174104052170557, 48.87782100685226], [2.3174893617786907, 48.87782499951834], [2.31751295649075, 48.877780609646216]]], ""type"": ""Polygon""}";48.877798812617655, 2.3174525932255623
EC466523;75020;2025-10-20;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;15.9;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;923734;303551;"{""coordinates"": [[[2.4071247545478855, 48.85367254526922], [2.407143395981818, 48.85367490489137], [2.407186319733727, 48.853580073493234], [2.4071661430102664, 48.85357742117721], [2.4071247545478855, 48.85367254526922]]], ""type"": ""Polygon""}";48.853625593765145, 2.4071554368594326
EC462007;75013;2025-09-23;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.9;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;920181;300648;"{""coordinates"": [[[2.3444192390382184, 48.822402738974056], [2.3443446836828996, 48.82242365089883], [2.3443529542083086, 48.82243901357663], [2.3444284506863307, 48.82241810680639], [2.3444192390382184, 48.822402738974056]]], ""type"": ""Polygon""}";48.822420865206674, 2.3443864336963185
EC468033;75003;2025-11-24;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;0.67;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;924928;304536;"{""coordinates"": [[[2.357238269958032, 48.86755785995796], [2.3572405983359923, 48.86756493049647], [2.3572516578831797, 48.867563623788676], [2.3572496743749194, 48.86755655510235], [2.357238269958032, 48.86755785995796]]], ""type"": ""Polygon""}";48.867560725518906, 2.357245039455952
EC475582;75013;2025-11-17;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ORANGE;8.04;Travaux sur réseau télécom;EMPRISE_TROTTOIR;;931080;309465;"{""coordinates"": [[[2.3421499806907873, 48.826928138653415], [2.3421342452245297, 48.82689347378335], [2.3421079903771873, 48.82689892257239], [2.3421252612594583, 48.8269341049391], [2.3421499806907873, 48.826928138653415]]], ""type"": ""Polygon""}";48.8269135372997, 2.3421292590287672
EC465825;75011;2025-10-27;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;82.05;Travaux sur réseau de gaz;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;923207;303126;"{""coordinates"": [[[2.3754943007061278, 48.86997468409174], [2.3755090885633514, 48.8699790870632], [2.3755238344938348, 48.86995821751211], [2.375352910082252, 48.869907692054966], [2.3753428169005844, 48.869914697387735], [2.375104813363156, 48.86984560628408], [2.375087842919374, 48.869850526099036], [2.375073115962388, 48.869869802070816], [2.3750816015582252, 48.8698816861627], [2.375101008076402, 48.86987518454029], [2.3751076688030115, 48.869866567680106], [2.3753783425369104, 48.86994539193278], [2.375386658050845, 48.86994270313741], [2.3754729831843786, 48.86996797082384], [2.3754943007061278, 48.86997468409174]]], ""type"": ""Polygon""}";48.86991190028219, 2.3753051698074557
EC477051;75015;2025-11-10;2025-12-05;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;11.47;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;932223;310384;"{""coordinates"": [[[2.3007049649043276, 48.8478630124693], [2.3007081281830897, 48.84785221611559], [2.300584167248678, 48.84783469949437], [2.3005814307017127, 48.84784578343797], [2.3007049649043276, 48.8478630124693]]], ""type"": ""Polygon""}";48.84784889526901, 2.3006444669377353
EC472812;75020;2025-10-13;2025-12-31;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;8.0;Aménagement ou entretien de l’espace public;EMPRISE_TROTTOIR;;928895;307710;"{""coordinates"": [[[2.4008880285054746, 48.864273933241776], [2.400881183835069, 48.864296252986605], [2.4009218863090953, 48.86430328722669], [2.400928436500556, 48.864279310319795], [2.4008880285054746, 48.864273933241776]]], ""type"": ""Polygon""}";48.864288265683655, 2.400905098973083
EC469276;75006;2025-10-01;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;17.7;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;926018;305423;"{""coordinates"": [[[2.3374789268407783, 48.842027814048656], [2.337444144426803, 48.84202871413796], [2.3374510790537775, 48.84209104791352], [2.3374856884769812, 48.84209014686396], [2.3374789268407783, 48.842027814048656]]], ""type"": ""Polygon""}";48.842059404937935, 2.3374649566119596
EC466635;75016;2025-09-15;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ORANGE;36.9;Travaux sur réseau télécom;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;923827;303628;"{""coordinates"": [[[2.2668465061558294, 48.85101882507323], [2.2667509932757564, 48.85113754761896], [2.266761667166143, 48.85116356957915], [2.2668696443868286, 48.85104173605569], [2.2668465061558294, 48.85101882507323]]], ""type"": ""Polygon""}";48.851087959807145, 2.2668095312341374
EC435236;75009;2025-02-28;2029-02-26;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;7.56;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;899462;283803;"{""coordinates"": [[[2.3430738941413893, 48.875128518360576], [2.3432236081332602, 48.87531341884037], [2.3432274250955363, 48.875311846157445], [2.3430773676801397, 48.875126716265335], [2.3430738941413893, 48.875128518360576]]], ""type"": ""Polygon""}";48.87522060938619, 2.3431509668905512
EC442439;75001;2025-03-24;2026-06-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;21.19;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;ZONE_LIVRAISON;904997;288258;"{""coordinates"": [[[2.3438455802809237, 48.860835049771396], [2.343828150283067, 48.86084907127609], [2.3438787199231608, 48.86094360835669], [2.3439056054604097, 48.86094603290798], [2.3438455802809237, 48.860835049771396]]], ""type"": ""Polygon""}";48.86089356773586, 2.3438649223924353
EC458579;75013;2025-08-11;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;51.05;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;917242;298232;"{""coordinates"": [[[2.3671496666106373, 48.83442228914802], [2.36714124577928, 48.83443408386915], [2.3673384360667575, 48.8344984245491], [2.3673929542526966, 48.83449643570758], [2.367572953656727, 48.83438582102898], [2.367559269899815, 48.834376640779276], [2.3673882755964306, 48.83448411570776], [2.367346162035685, 48.83448708121961], [2.3671496666106373, 48.83442228914802]]], ""type"": ""Polygon""}";48.834451174466494, 2.3673639967312012
EC466956;75006;2025-10-13;2025-12-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;20.88;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;922940;302923;"{""coordinates"": [[[2.3366942517268305, 48.84933560270168], [2.336696435587512, 48.8493086718264], [2.3366012336174173, 48.84930723294151], [2.3366008858127683, 48.84933455352516], [2.3366942517268305, 48.84933560270168]]], ""type"": ""Polygon""}";48.849321469424254, 2.3366480979621675
EC472989;75012;2025-11-17;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;35.12;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;929000;307797;"{""coordinates"": [[[2.4001564132953246, 48.83288640517157], [2.4002964693815847, 48.83293694586211], [2.4003147587660307, 48.832912751086376], [2.4001769963376836, 48.83286272826172], [2.4001564132953246, 48.83288640517157]]], ""type"": ""Polygon""}";48.8328996954534, 2.4002360182314106
EC469956;75017;2025-10-22;2026-02-11;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;21.44;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;926640;305878;"{""coordinates"": [[[2.3268880127612306, 48.892506998207324], [2.326805413398033, 48.89243276680219], [2.3267831880171745, 48.89244265942843], [2.326863692245864, 48.89251870020279], [2.3268880127612306, 48.892506998207324]]], ""type"": ""Polygon""}";48.89247601412781, 2.326835850546092
EC412255;75008;2025-03-31;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;73.04;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;881483;269198;"{""coordinates"": [[[2.3170137423574264, 48.87405987869002], [2.3170022591125314, 48.87409320657652], [2.317248415472763, 48.87413286066981], [2.31726875200158, 48.87412629816023], [2.317276408225409, 48.874103877206274], [2.3170137423574264, 48.87405987869002]]], ""type"": ""Polygon""}";48.87409765399922, 2.317137264179643
EC471452;75012;2025-09-22;2026-05-29;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;31.98;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;927857;306857;"{""coordinates"": [[[2.372970711062527, 48.84904249374957], [2.37305260321723, 48.849089142571735], [2.373089835022928, 48.84906269875972], [2.373047338253115, 48.84903925202417], [2.3730058867184476, 48.84901490060272], [2.372970711062527, 48.84904249374957]]], ""type"": ""Polygon""}";48.84905236220005, 2.373029692971939
EC441352;75009;2025-03-28;2025-12-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;3.97;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;904238;287632;"{""coordinates"": [[[2.3368992750221667, 48.872572232019024], [2.3368970332248655, 48.87255855953027], [2.336859683752836, 48.87256427207304], [2.3368657366898162, 48.87257682801147], [2.3368992750221667, 48.872572232019024]]], ""type"": ""Polygon""}";48.87256783254838, 2.336880514435388
EC460914;75017;2025-09-01;2025-12-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;3.63;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;820514;299832;"{""coordinates"": [[[2.3200098604433737, 48.886750475530164], [2.3199995750726514, 48.88674495279008], [2.319961285714771, 48.88676886974077], [2.319970189734496, 48.88677438463865], [2.3200098604433737, 48.886750475530164]]], ""type"": ""Polygon""}";48.886759529045804, 2.319985484911679
EC470002;75009;2025-10-15;2025-12-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;19.48;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;926688;305910;"{""coordinates"": [[[2.3295688638224368, 48.87692244073031], [2.3295795799952317, 48.87693456804617], [2.329735047384537, 48.876883754630036], [2.329724497102621, 48.876872084220295], [2.3295688638224368, 48.87692244073031]]], ""type"": ""Polygon""}";48.8769033533326, 2.329651566939035
EC458724;75013;2025-05-31;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;208.03;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;917390;298346;"{""coordinates"": [[[2.3499659095370355, 48.82587864241309], [2.349965769109736, 48.825881602395974], [2.350028939778468, 48.82588472302409], [2.350139208413266, 48.825891151149165], [2.3502583148752567, 48.82589689869548], [2.3503187670954007, 48.825916170685296], [2.35037335677581, 48.825963098088735], [2.3504474356583165, 48.826040004095866], [2.350509542330374, 48.8261037303305], [2.3505450243438095, 48.82609007983577], [2.350476298129943, 48.826026317666205], [2.350502907345708, 48.82601626146453], [2.3503495378781682, 48.82586542686678], [2.3503248151009744, 48.82585691307288], [2.3502851108504013, 48.82585524037913], [2.3502821665969766, 48.825870161221545], [2.349968971962796, 48.8258542508903], [2.3499659095370355, 48.82587864241309]]], ""type"": ""Polygon""}";48.82593330354783, 2.350308145019119
EC478067;75013;2025-11-17;2026-01-31;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;1.72;Espaces verts – Végétalisation de l’espace public;EMPRISE_TROTTOIR;;933103;311066;"{""coordinates"": [[[2.355689285868335, 48.832310316430366], [2.3557223802878964, 48.83231140487018], [2.355705300700864, 48.83229810740892], [2.355689285868335, 48.832310316430366]]], ""type"": ""Polygon""}";48.83230660956982, 2.3557056556190323
EC470241;75016;2025-11-03;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;13.5;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;926874;306061;"{""coordinates"": [[[2.28027463787878, 48.85392270502023], [2.2802835655135123, 48.853915837241885], [2.2801225643043392, 48.85382160863524], [2.2801119960113065, 48.85382737380832], [2.2802714004862827, 48.85391722103324], [2.28027463787878, 48.85392270502023]]], ""type"": ""Polygon""}";48.85386896187701, 2.280194638249702
EC377568;75017;2024-04-29;2026-03-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;131.68;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;845087;239768;"{""coordinates"": [[[2.2901630507733635, 48.88671607183525], [2.2901628912889387, 48.886715566364096], [2.290091130280893, 48.88670858207651], [2.290025038911904, 48.88676296585626], [2.290161165218475, 48.88684388640631], [2.2902316591765377, 48.88679887002198], [2.2902432395212533, 48.886791699939806], [2.290162829924285, 48.88671676660952], [2.2901630507733635, 48.88671607183525]]], ""type"": ""Polygon""}";48.886771225561795, 2.2901364496724064
EC471671;75013;2025-10-20;2026-02-13;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;5.24;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;925659;305148;"{""coordinates"": [[[2.354228009460671, 48.82303958096297], [2.3542052411554555, 48.823040368176144], [2.3542062880557353, 48.82306724184797], [2.354231123844039, 48.82306646490012], [2.354228009460671, 48.82303958096297]]], ""type"": ""Polygon""}";48.82305360777574, 2.3542176864015785
EC469597;75018;2025-11-05;2026-02-06;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;8.66;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;926315;305606;"{""coordinates"": [[[2.33749589190925, 48.89292235532311], [2.3374815851434434, 48.89293411575759], [2.3375347423798973, 48.89296264138625], [2.337549408653804, 48.89294974529101], [2.33749589190925, 48.89292235532311]]], ""type"": ""Polygon""}";48.89294238091319, 2.3375156887879815
EC465447;75007;2025-11-03;2028-06-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;869.51;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;922941;302918;"{""coordinates"": [[[2.3049120493510733, 48.85639967278002], [2.3046932861964913, 48.85634831129668], [2.3044827174481677, 48.856794488308886], [2.304702996499803, 48.856835841033266], [2.3049120493510733, 48.85639967278002]]], ""type"": ""Polygon""}";48.85659400245411, 2.3046976079663777
EC467946;75011;2025-10-01;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;17.2;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924849;304476;"{""coordinates"": [[[2.377275123642898, 48.87043124707242], [2.377032778408932, 48.87035829710007], [2.377027157825546, 48.87036557136855], [2.3772696097895873, 48.87043803446597], [2.377275123642898, 48.87043124707242]]], ""type"": ""Polygon""}";48.87039792562061, 2.377149963176462
EC453197;75013;2025-05-20;2025-12-05;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;7.85;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;912848;294629;"{""coordinates"": [[[2.3545890562093312, 48.830517484779335], [2.3546091370526647, 48.83051121839438], [2.35457444407717, 48.83047209556383], [2.354557089136652, 48.830481109845636], [2.3545890562093312, 48.830517484779335]]], ""type"": ""Polygon""}";48.83049546630245, 2.3545825815676134
EC476471;75010;2025-11-24;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;57.1;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;931728;309980;"{""coordinates"": [[[2.371753907119045, 48.87619022897943], [2.3718942553130176, 48.87619217955951], [2.3719301053702853, 48.876234261305285], [2.37200097513991, 48.87615843618849], [2.3719301222133744, 48.87615654639497], [2.371915201242257, 48.87617255808391], [2.371755511545664, 48.87617172012379], [2.371753907119045, 48.87619022897943]]], ""type"": ""Polygon""}";48.87618469160096, 2.3718962297915893
EC458914;75010;2025-09-22;2026-01-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;21.12;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;917593;298504;"{""coordinates"": [[[2.355419649147607, 48.87423949285677], [2.3553837073787762, 48.874187387808156], [2.3553640969409164, 48.87418227379736], [2.3553493473806544, 48.87420268485116], [2.3553780840837115, 48.87425133542946], [2.355419649147607, 48.87423949285677]]], ""type"": ""Polygon""}";48.874217827909966, 2.355381678393327
EC453998;75014;2025-07-21;2027-02-26;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;24.49;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;913449;295134;"{""coordinates"": [[[2.3097288204865585, 48.82831732069893], [2.309884887147689, 48.82828215542494], [2.309876286067187, 48.828264983432135], [2.309718559685588, 48.82830050336356], [2.3097288204865585, 48.82831732069893]]], ""type"": ""Polygon""}";48.82829122879357, 2.309802116942132
EC471487;75004;2025-10-20;2026-03-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;21.13;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;927641;306667;"{""coordinates"": [[[2.3577593136399195, 48.85057313107818], [2.3577501512301677, 48.85056078680656], [2.357586995627631, 48.85061409976821], [2.357584457446955, 48.85062410496049], [2.357597887333732, 48.85062622579975], [2.3577593136399195, 48.85057313107818]]], ""type"": ""Polygon""}";48.85059440200949, 2.3576710219317123
EC470806;75008;2025-10-20;2025-12-12;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;7.63;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;927361;306428;"{""coordinates"": [[[2.3079950614493607, 48.868029346881116], [2.307995269531921, 48.868013683272615], [2.307940252002727, 48.86798464724273], [2.3079321815949045, 48.867996348737506], [2.3079950614493607, 48.868029346881116]]], ""type"": ""Polygon""}";48.868006129238765, 2.3079655912614903
EC425434;75009;2024-12-09;2026-05-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;541.44;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES,ZONE_LIVRAISON;891610;277402;"{""coordinates"": [[[2.337573526682284, 48.872954444161245], [2.337552134237652, 48.872978237405576], [2.336248562729315, 48.873191764326705], [2.336253152365539, 48.87319600138182], [2.336226036575242, 48.873228399005804], [2.336253191520957, 48.87323850526784], [2.336280462216279, 48.873239421818546], [2.336297504333636, 48.87322305121072], [2.3363400406013404, 48.873223437241016], [2.336380853458946, 48.873220193861606], [2.3363821248133747, 48.873223670560414], [2.3365415695198477, 48.87319968497911], [2.3366988587809963, 48.87317279406763], [2.336738400210953, 48.8731660729713], [2.3367889967000353, 48.873151893738545], [2.3368434685084103, 48.87314323091647], [2.3368974658818065, 48.87313745681693], [2.336938137915093, 48.873133379679594], [2.3371370563527263, 48.8731006572361], [2.3371767334677034, 48.87309451412228], [2.3372271722368243, 48.87308039318753], [2.337228849840841, 48.873084626672416], [2.3374277904166303, 48.8730529210216], [2.3374426730035416, 48.87301807935937], [2.337568979699452, 48.872997659229185], [2.337573526682284, 48.872954444161245]]], ""type"": ""Polygon""}";48.87311472004028, 2.33687626380284
EC443361;75009;2025-05-26;2026-02-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;185.75;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;905652;288754;"{""coordinates"": [[[2.334874715823549, 48.87429189816371], [2.334873558946635, 48.874278288342374], [2.3348435235268985, 48.87425990984556], [2.334737048817147, 48.87426238939429], [2.334719827461555, 48.87428248023554], [2.334620012636829, 48.87428433927744], [2.3346029687173533, 48.87426449686278], [2.3343470952914864, 48.87427053428395], [2.33432484484445, 48.8742936692434], [2.3343306901808853, 48.87435689376599], [2.334357975608575, 48.87435616774128], [2.3343537475729317, 48.87432257372483], [2.334359794077791, 48.874317999137524], [2.3347996897285674, 48.8743061827502], [2.3347951853748894, 48.87429430893539], [2.334874715823549, 48.87429189816371]]], ""type"": ""Polygon""}";48.87429208051112, 2.3345672327616014
EC462200;75011;2025-07-21;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;15.6;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;827081;300775;"{""coordinates"": [[[2.3743950556872413, 48.86958646947518], [2.3744078412221534, 48.8695911696935], [2.374420605540637, 48.86959264207335], [2.37443278201401, 48.86959867822083], [2.37445509426506, 48.86960336257252], [2.374473997450576, 48.869611073365085], [2.374498417912843, 48.86961752513442], [2.3745196444426417, 48.86962396020828], [2.3745398302785596, 48.8696282817906], [2.3745844042227726, 48.869641865384914], [2.3746119876290117, 48.869651144989774], [2.374622680368312, 48.869647687142425], [2.3746163150691606, 48.86964554583515], [2.3746041343528876, 48.86963986042663], [2.374577933417065, 48.86963375101714], [2.374550358448279, 48.86962376996421], [2.374404115646831, 48.869579231286934], [2.3743950556872413, 48.86958646947518]]], ""type"": ""Polygon""}";48.86961347338743, 2.3745011874031228
EC296391;75010;2022-10-10;2026-04-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;156.74;Construction ou réhabilitation d’immeuble;EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;695954;195855;"{""coordinates"": [[[2.351506146898368, 48.88368890640145], [2.351544243523372, 48.88372904745512], [2.352039898170966, 48.88376392423524], [2.3520458737852303, 48.88372752835082], [2.351506146898368, 48.88368890640145]]], ""type"": ""Polygon""}";48.88372703090374, 2.3517832108832897
EC458446;75018;2025-07-28;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;4.69;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;917126;298135;"{""coordinates"": [[[2.336824492526425, 48.88865746466454], [2.3368650544493783, 48.88865334826148], [2.336861936123202, 48.888639806919485], [2.336820617539924, 48.88864358458121], [2.336824492526425, 48.88865746466454]]], ""type"": ""Polygon""}";48.88864854248911, 2.3368429205194676
EC462614;75006;2025-09-08;2026-02-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;32.32;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;920709;301059;"{""coordinates"": [[[2.3294890263320798, 48.85211012962273], [2.3296291589266978, 48.85213262080899], [2.3296434087208184, 48.85210665347014], [2.329502263690333, 48.85208415662622], [2.3294890263320798, 48.85211012962273]]], ""type"": ""Polygon""}";48.85210838612515, 2.329566037061364
EC459562;75012;2025-08-04;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;45.21;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;ZONE_LIVRAISON;918093;298922;"{""coordinates"": [[[2.3786044232245374, 48.84830848302514], [2.378645759004018, 48.848313797951974], [2.378690926543932, 48.848182886701075], [2.3786633423776293, 48.84818164983488], [2.3786512638317276, 48.848176122622306], [2.3786044232245374, 48.84830848302514]]], ""type"": ""Polygon""}";48.8482464284088, 2.3786476915659716
EC476439;75011;2025-11-17;2025-12-08;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;14.78;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;922293;302349;"{""coordinates"": [[[2.375012647877919, 48.851624073245006], [2.3750214042620583, 48.851641878508836], [2.3751148419076586, 48.85161823239321], [2.3751026187273316, 48.851601775147294], [2.375012647877919, 48.851624073245006]]], ""type"": ""Polygon""}";48.851621594220205, 2.375062728184378
EC449539;75002;2025-06-23;2026-09-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;36.87;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;910072;292387;"{""coordinates"": [[[2.341278400918902, 48.8669624455988], [2.3413023840396234, 48.867030881851846], [2.3413659840845833, 48.86702303613906], [2.341341311162121, 48.86695459520327], [2.341278400918902, 48.8669624455988]]], ""type"": ""Polygon""}";48.86699279829521, 2.341322047833377
EC418067;75008;2025-02-03;2026-08-10;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;57.54;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;885092;272184;"{""coordinates"": [[[2.3078405317578015, 48.87130256322312], [2.307990941693157, 48.87125607525899], [2.307983451420145, 48.871248290405596], [2.3079879195216457, 48.871223727285354], [2.307969325354984, 48.87122043161096], [2.307819600595421, 48.871267379478354], [2.3077917600727034, 48.871284521849105], [2.307831661924514, 48.87129477038302], [2.3078405317578015, 48.87130256322312]]], ""type"": ""Polygon""}";48.87126237090605, 2.307900238010205
EC458531;75008;2025-09-01;2026-09-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;129.95;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT,TRANSPORT_DE_FONDS,ZONE_LIVRAISON;917184;298193;"{""coordinates"": [[[2.3208252245596417, 48.870002333917796], [2.3209972240002017, 48.87027369728692], [2.3210197612768635, 48.87026737054922], [2.3210403021049175, 48.870239124485416], [2.3208838504511276, 48.87000470177635], [2.320844530273816, 48.86999719399525], [2.3208252245596417, 48.870002333917796]]], ""type"": ""Polygon""}";48.87013363591793, 2.3209382979757924
EC473079;75015;2025-11-30;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;80.29;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;925817;305282;"{""coordinates"": [[[2.2761264744914183, 48.83888447478239], [2.2761998754159785, 48.838889473371395], [2.2762289879829365, 48.83875531287274], [2.2761587047049665, 48.838749423000024], [2.2761264744914183, 48.83888447478239]]], ""type"": ""Polygon""}";48.83882011461545, 2.2761783594186786
EC324752;75011;2024-10-28;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;169.34;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;813019;214132;"{""coordinates"": [[[2.373457763679918, 48.86458114525128], [2.3737992252582605, 48.8647113449886], [2.373840551291338, 48.864661015455354], [2.3734996660004573, 48.86454038245658], [2.373457763679918, 48.86458114525128]]], ""type"": ""Polygon""}";48.864625156557764, 2.3736536020336616
EC478498;75005;2025-11-24;2025-12-17;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.07;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;DEUX_ROUES;933530;311413;"{""coordinates"": [[[2.346151083679141, 48.850733229561826], [2.3462154499675205, 48.85071773463125], [2.346206947996199, 48.85070238742202], [2.346142578293978, 48.850718155733816], [2.346151083679141, 48.850733229561826]]], ""type"": ""Polygon""}";48.850717853576825, 2.346179098095829
