Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC446671;75007;2025-05-12;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;23.19;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;908140;290797;"{""coordinates"": [[[2.316417899235942, 48.84762167534131], [2.3163972001968163, 48.84761821684225], [2.3163299548198735, 48.84774235463525], [2.3163501740137, 48.84774738788392], [2.316417899235942, 48.84762167534131]]], ""type"": ""Polygon""}";48.84768258261772, 2.316373735952663
EC452792;75004;2025-09-01;2026-02-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;2.66;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;912469;294326;"{""coordinates"": [[[2.3557257654951944, 48.85197543585149], [2.3557306203115607, 48.85197341236363], [2.355687435294131, 48.85192240675816], [2.355682584755808, 48.85192397429452], [2.3557257654951944, 48.85197543585149]]], ""type"": ""Polygon""}";48.85194906893598, 2.3557068183867518
EC425043;75007;2024-11-18;2027-04-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;232.97;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;888923;275217;"{""coordinates"": [[[2.314773131950299, 48.862484398856274], [2.31481693427527, 48.86251242697068], [2.314979512197253, 48.862500455598116], [2.314924909960106, 48.86224407559496], [2.314773131950299, 48.862484398856274]]], ""type"": ""Polygon""}";48.86241760097671, 2.3148893161509885
EC445693;75001;2025-06-02;2026-10-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;116.43;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;907389;290190;"{""coordinates"": [[[2.3298519365422643, 48.86549772113613], [2.3300357844796222, 48.86574646807368], [2.330080802760654, 48.86573442511108], [2.3299024998784326, 48.86548388721234], [2.3298519365422643, 48.86549772113613]]], ""type"": ""Polygon""}";48.86561313408364, 2.3299659535004653
EC448567;75006;2025-05-21;2026-05-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;12.34;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;909437;291838;"{""coordinates"": [[[2.3231891577002566, 48.84430904689948], [2.3234074031259406, 48.84423833319941], [2.3234029841288715, 48.844233298750176], [2.3231833644014355, 48.844303549589206], [2.3231891577002566, 48.84430904689948]]], ""type"": ""Polygon""}";48.844271825232084, 2.3232933356289043
EC460375;75007;2025-08-04;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;101.2;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;918787;299510;"{""coordinates"": [[[2.33059548683787, 48.854895681336735], [2.3306559155602398, 48.85488531885905], [2.3305693193332138, 48.85468999282676], [2.3305118990389952, 48.85470128403945], [2.33059548683787, 48.854895681336735]]], ""type"": ""Polygon""}";48.85479372693813, 2.330583479717369
EC423029;75013;2024-11-25;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;19.02;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;ZONE_LIVRAISON;886563;273374;"{""coordinates"": [[[2.360488089724143, 48.81925895277899], [2.36058183558591, 48.81926218644407], [2.360581459178335, 48.81923668339816], [2.360491156020996, 48.81923392323168], [2.360488089724143, 48.81925895277899]]], ""type"": ""Polygon""}";48.8192480192377, 2.360535740406119
EC439834;75015;2025-05-09;2027-03-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;107.96;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;903152;286760;"{""coordinates"": [[[2.3104290779168353, 48.83857256319232], [2.3104678070362583, 48.838591229825724], [2.310733500025851, 48.83837509112863], [2.3106951096183366, 48.838356882509665], [2.3104290779168353, 48.83857256319232]]], ""type"": ""Polygon""}";48.83847420810348, 2.3105810499728974
EC460146;75017;2025-07-21;2026-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;12.33;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT,ZONE_LIVRAISON;918646;299356;"{""coordinates"": [[[2.3220065915606636, 48.88753271621551], [2.321943981872884, 48.887568334832174], [2.321962107336283, 48.88758164231915], [2.3220250472068207, 48.88754716411334], [2.3220065915606636, 48.88753271621551]]], ""type"": ""Polygon""}";48.88755729130502, 2.3219847032685914
EC404879;75009;2024-09-16;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;16.62;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;874949;263911;"{""coordinates"": [[[2.3438656199044914, 48.87658784732081], [2.343864341307582, 48.87655232284715], [2.343807034621624, 48.87655291886011], [2.3438089972959695, 48.87658890304756], [2.3438656199044914, 48.87658784732081]]], ""type"": ""Polygon""}";48.87657046425441, 2.343836434399638
EC475688;75002;2025-11-10;2026-02-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.37;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;931147;309525;"{""coordinates"": [[[2.3469027265788402, 48.8654428937514], [2.3469220782301687, 48.86544081304322], [2.3469057398597553, 48.86537879502453], [2.34688529649213, 48.86537977616957], [2.3469027265788402, 48.8654428937514]]], ""type"": ""Polygon""}";48.86541036777699, 2.346903874489192
EC464099;75003;2025-09-15;2026-04-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;5.86;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;921882;302018;"{""coordinates"": [[[2.3587796758519732, 48.86502177405498], [2.3587941367416523, 48.86501884682377], [2.35877369231118, 48.864973322228984], [2.3587592314219186, 48.864976250357124], [2.3587796758519732, 48.86502177405498]]], ""type"": ""Polygon""}";48.86499754826504, 2.3587766840599915
EC429081;75009;2024-12-16;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.16;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;AUTRE;894704;279813;"{""coordinates"": [[[2.340913879799258, 48.87304290021918], [2.3408975571933968, 48.87299929852993], [2.340870661882513, 48.8730031983595], [2.3408915996626107, 48.873045813708686], [2.340913879799258, 48.87304290021918]]], ""type"": ""Polygon""}";48.87302210558467, 2.3408931398489807
EC447923;75016;2025-05-05;2026-06-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;29.16;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;908926;291459;"{""coordinates"": [[[2.2894756604370867, 48.866487623014564], [2.289463438899287, 48.86647286498467], [2.2892831038702868, 48.86653702495386], [2.2892965204591547, 48.866552814456675], [2.2894756604370867, 48.866487623014564]]], ""type"": ""Polygon""}";48.86651297615515, 2.289378578644981
EC472716;75016;2025-10-27;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;27.78;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;927596;306622;"{""coordinates"": [[[2.291643831501304, 48.86840900174897], [2.291668905987896, 48.86841279340071], [2.291715686525308, 48.868282107251666], [2.291691160579069, 48.868278683090935], [2.291643831501304, 48.86840900174897]]], ""type"": ""Polygon""}";48.86834593076492, 2.291679798162161
EC463791;75007;2025-10-27;2026-03-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;33.36;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;921629;301823;"{""coordinates"": [[[2.304860706985292, 48.85789448797937], [2.304973410444808, 48.857723194991344], [2.304955270818586, 48.8577172609137], [2.3048398269577417, 48.85788708011219], [2.304860706985292, 48.85789448797937]]], ""type"": ""Polygon""}";48.8578077166789, 2.3049058303412395
EC474985;75016;2025-11-03;2026-02-03;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;20.38;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;930552;309045;"{""coordinates"": [[[2.2724448302137032, 48.855429922455514], [2.27242574653544, 48.85543754811115], [2.272421232964235, 48.855439569408695], [2.2724964342853555, 48.85551493523667], [2.2725196899435836, 48.85550505865439], [2.2724448302137032, 48.855429922455514]]], ""type"": ""Polygon""}";48.85547232247262, 2.2724704855924585
EC464644;75008;2025-09-15;2025-12-05;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;20.17;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;922045;302144;"{""coordinates"": [[[2.320983756412965, 48.87738132290163], [2.3209013664996134, 48.87745234746384], [2.320924016617491, 48.87746249366801], [2.321007096374062, 48.877391473903046], [2.320983756412965, 48.87738132290163]]], ""type"": ""Polygon""}";48.87742179362596, 2.3209542020261034
EC470170;75006;2025-10-22;2026-01-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;17.63;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;926813;306009;"{""coordinates"": [[[2.3282461195496875, 48.8495450696741], [2.3281765648993202, 48.8496416732167], [2.328194432446177, 48.849647237150634], [2.32826537916841, 48.849549731262506], [2.3282461195496875, 48.8495450696741]]], ""type"": ""Polygon""}";48.849595664102964, 2.328220835399041
EC399400;75007;2024-06-17;2026-06-17;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;185.56;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES,STATIONNEMENT_PAYANT;870828;260607;"{""coordinates"": [[[2.3041013460096473, 48.86121363141808], [2.3045914390422166, 48.861212834344755], [2.3045912611580865, 48.86118623317546], [2.3045408608756994, 48.8611682500368], [2.3044563306099564, 48.86116724703997], [2.304456275695367, 48.8611627841357], [2.3042332291529823, 48.86116195882721], [2.3042333872906924, 48.861166345886886], [2.304148928367674, 48.86116602299784], [2.3041003110786797, 48.861187025262886], [2.3041013460096473, 48.86121363141808]]], ""type"": ""Polygon""}";48.86118966067155, 2.304343650311271
EC453841;75008;2025-07-14;2026-01-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;39.66;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;910861;292974;"{""coordinates"": [[[2.299456345914281, 48.87546805384622], [2.2994402709529767, 48.87548275842732], [2.2996533987054555, 48.87557371208074], [2.299669853607876, 48.87555650413155], [2.299456345914281, 48.87546805384622]]], ""type"": ""Polygon""}";48.87552113988885, 2.2995570343851206
EC440241;75018;2025-04-21;2026-07-21;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;63.43;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;895972;280889;"{""coordinates"": [[[2.327862048420613, 48.88865078058451], [2.327693630990208, 48.888443407943356], [2.3276658558175423, 48.888455394708814], [2.327834273176101, 48.88866276738682], [2.327862048420613, 48.88865078058451]]], ""type"": ""Polygon""}";48.888553087702775, 2.327763952139147
EC456694;75008;2025-06-11;2027-07-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;4.04;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;915670;296939;"{""coordinates"": [[[2.2989382386407886, 48.872686057925165], [2.298948382815863, 48.872701599531844], [2.29897539488331, 48.87269492811848], [2.2989631908187182, 48.87267846341533], [2.2989382386407886, 48.872686057925165]]], ""type"": ""Polygon""}";48.8726902768101, 2.2989565133614005
EC463678;75005;2025-11-10;2025-12-10;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;106.16;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;921506;301726;"{""coordinates"": [[[2.3538942066997572, 48.8424074441709], [2.353892493465789, 48.84243430247204], [2.354317372973731, 48.84244251608729], [2.3543405966145183, 48.84246131129699], [2.3543544550290307, 48.84245637754414], [2.3543877602866288, 48.84244107386889], [2.3543046031322326, 48.842415124531975], [2.3539121435992674, 48.842407541046214], [2.3538942066997572, 48.8424074441709]]], ""type"": ""Polygon""}";48.842426741398434, 2.3541330835952574
EC470742;75013;2025-10-02;2025-12-05;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;6.71;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;927315;306392;"{""coordinates"": [[[2.364389827598478, 48.81908405718214], [2.3643445515122865, 48.81910233473735], [2.3643618609765378, 48.81911548125856], [2.364402555597195, 48.819095964281104], [2.364389827598478, 48.81908405718214]]], ""type"": ""Polygon""}";48.81909967797528, 2.364374030653431
EC448544;75013;2025-07-07;2025-12-15;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;93.77;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;909429;291833;"{""coordinates"": [[[2.370096648480579, 48.827852836869795], [2.370391981286041, 48.82780338951643], [2.3703765523725884, 48.82776737205295], [2.3700759197480656, 48.827817815839], [2.370096648480579, 48.827852836869795]]], ""type"": ""Polygon""}";48.82781028874814, 2.3702353180649096
EC478059;75013;2025-11-17;2026-01-31;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;0.86;Espaces verts – Végétalisation de l’espace public;EMPRISE_TROTTOIR;;933091;311060;"{""coordinates"": [[[2.3601867014682103, 48.83196287232742], [2.3602006026136557, 48.83195429474843], [2.3601813298748295, 48.83195100428142], [2.3601867014682103, 48.83196287232742]]], ""type"": ""Polygon""}";48.831956057119086, 2.360189544652232
EC473503;75019;2025-11-01;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;54.54;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;929355;308073;"{""coordinates"": [[[2.3806810524387085, 48.8939584323247], [2.380833542958563, 48.894085352913244], [2.3808626868380864, 48.894073664073666], [2.3806773857764507, 48.89391834244416], [2.380650972554552, 48.89393277659201], [2.3806817642042852, 48.89395661398721], [2.3806810524387085, 48.8939584323247]]], ""type"": ""Polygon""}";48.89400257093459, 2.3807562126323116
EC463566;75002;2025-10-13;2026-02-14;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;67.2;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;921446;301680;"{""coordinates"": [[[2.3389044389098377, 48.86987435389206], [2.3389309561115037, 48.869869946983], [2.3387976747270587, 48.86958460959262], [2.3387722517478715, 48.869593575885446], [2.3389044389098377, 48.86987435389206]]], ""type"": ""Polygon""}";48.86972976714804, 2.338850966715053
EC468272;75012;2025-09-15;2026-02-13;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;75.81;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;925132;304706;"{""coordinates"": [[[[2.402099262421174, 48.843744168802786], [2.4020997011456364, 48.84374535904618], [2.402280804129751, 48.8437152991721], [2.4023045277981177, 48.843692041611995], [2.4022993672365027, 48.843620674324846], [2.402099262421174, 48.843744168802786]]], [[[2.402098327886868, 48.843744745116794], [2.402099262421174, 48.843744168802786], [2.402065799101701, 48.8436535082404], [2.402098327886868, 48.843744745116794]]]], ""type"": ""MultiPolygon""}";48.84369232489944, 2.4022315027585472
EC470475;75017;2025-11-01;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;23.77;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;927026;306238;"{""coordinates"": [[[2.3043695919680616, 48.88240212531524], [2.3043426485343446, 48.88240333485214], [2.3043564025836916, 48.882510879878154], [2.304383344709196, 48.882509670330336], [2.3043695919680616, 48.88240212531524]]], ""type"": ""Polygon""}";48.88245650216182, 2.304362996892104
EC456403;75007;2025-07-07;2026-05-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;27.46;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;915206;296551;"{""coordinates"": [[[2.3040006677038343, 48.8543307317417], [2.303981636828445, 48.85432050147117], [2.303824648069371, 48.854420782116414], [2.3038413867124152, 48.85443049273642], [2.3040006677038343, 48.8543307317417]]], ""type"": ""Polygon""}";48.85437485903631, 2.3039133103183884
EC477178;75019;2025-10-27;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;85.17;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;932335;310482;"{""coordinates"": [[[2.3983364942990715, 48.87955676209366], [2.398260821913809, 48.8792704186939], [2.398297444645804, 48.879255666718116], [2.3982805301683974, 48.8792377318298], [2.398226689944076, 48.8792607754008], [2.398304980019713, 48.87955951753212], [2.3983364942990715, 48.87955676209366]]], ""type"": ""Polygon""}";48.87939574863503, 2.3982805033732126
EC474705;75020;2025-10-29;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;3.02;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;930121;308724;"{""coordinates"": [[[2.396679458502997, 48.86654325310659], [2.396689101991788, 48.86653698745791], [2.396655423997392, 48.866520788769115], [2.3966457776848875, 48.86652729812183], [2.396679458502997, 48.86654325310659]]], ""type"": ""Polygon""}";48.86653204864099, 2.3966673830357643
